,,,vancouverisland (CA-Ca3),,,,oregonYP (US-Me6),,,,WREF NEON,,,,ABBY NEON,,
8/4/17,2017,216,0.40321,0.40263,0.0022,,0.40218,0.40272,0.00171,,NA,NA,NA,,0.40693,0.40662,0.00293
8/5/17,2017,217,0.39882,0.40239,0.00211,,0.40367,0.40286,0.00171,,NA,NA,NA,,0.40282,0.40684,0.00285
8/6/17,2017,218,0.40178,0.40213,0.00211,,0.40719,0.40287,0.00173,,NA,NA,NA,,0.40992,0.40725,0.00274
8/7/17,2017,219,0.40228,0.40188,0.0022,,0.40243,0.40278,0.00171,,NA,NA,NA,,0.41044,0.40773,0.00274
8/8/17,2017,220,0.40239,0.40166,0.00226,,0.40166,0.40271,0.00168,,NA,NA,NA,,0.40594,0.40815,0.00285
8/9/17,2017,221,0.40138,0.40146,0.0022,,0.40292,0.40259,0.00171,,NA,NA,NA,,0.40641,0.40836,0.00293
8/10/17,2017,222,0.4018,0.40125,0.0022,,0.4034,0.40235,0.00173,,NA,NA,NA,,0.40749,0.40838,0.00285
8/11/17,2017,223,0.40206,0.40108,0.00226,,0.40476,0.40194,0.00171,,NA,NA,NA,,0.41225,0.40833,0.00274
8/12/17,2017,224,0.40134,0.40097,0.0022,,0.39978,0.40143,0.00171,,NA,NA,NA,,0.41301,0.40822,0.00274
8/13/17,2017,225,0.39876,0.40089,0.0022,,0.40324,0.40091,0.00173,,NA,NA,NA,,0.40582,0.40808,0.00285
8/14/17,2017,226,0.39962,0.40081,0.00226,,0.39953,0.40038,0.0017,,NA,NA,NA,,0.40868,0.40795,0.00293
8/15/17,2017,227,0.40199,0.40073,0.0022,,0.39987,0.39978,0.00165,,NA,NA,NA,,0.40568,0.40782,0.00287
8/16/17,2017,228,0.40143,0.40067,0.00211,,0.39706,0.39912,0.00163,,NA,NA,NA,,0.40069,0.40768,0.00287
8/17/17,2017,229,0.40072,0.40062,0.00211,,0.39663,0.3984,0.00165,,NA,NA,NA,,0.41144,0.40744,0.00293
8/18/17,2017,230,0.39946,0.40057,0.0022,,0.39461,0.39764,0.0017,,NA,NA,NA,,0.40591,0.40706,0.00287
8/19/17,2017,231,0.40045,0.40051,0.00226,,0.39781,0.39685,0.00173,,NA,NA,NA,,0.41032,0.40658,0.00287
8/20/17,2017,232,0.40072,0.40046,0.0022,,0.39475,0.39603,0.00171,,NA,NA,NA,,0.40852,0.40612,0.00293
8/21/17,2017,233,0.40075,0.40044,0.00211,,0.39796,0.39519,0.00168,,NA,NA,NA,,0.39965,0.40574,0.00285
8/22/17,2017,234,0.40057,0.40042,0.00211,,0.39118,0.39429,0.00171,,NA,NA,NA,,0.40552,0.40537,0.00274
8/23/17,2017,235,0.40079,0.40038,0.0022,,0.39599,0.39332,0.00173,,NA,NA,NA,,0.4121,0.405,0.00274
8/24/17,2017,236,0.39994,0.40031,0.00226,,0.39615,0.39207,0.00171,,NA,NA,NA,,0.40781,0.4046,0.00285
8/25/17,2017,237,0.40011,0.4002,0.0022,,0.38909,0.39062,0.00172,,NA,NA,NA,,0.39904,0.40417,0.00293
8/26/17,2017,238,0.40018,0.40007,0.00211,,0.39269,0.38937,0.00174,,NA,NA,NA,,0.39688,0.40356,0.00285
8/27/17,2017,239,0.39938,0.39991,0.00211,,0.39206,0.3881,0.00172,,NA,NA,NA,,0.40267,0.40277,0.00274
8/28/17,2017,240,0.39925,0.39973,0.0022,,0.38439,0.38656,0.0017,,NA,NA,NA,,0.40194,0.40194,0.00274
8/29/17,2017,241,0.39993,0.39954,0.00226,,0.38449,0.38508,0.00173,,NA,NA,NA,,0.40053,0.40122,0.00285
8/30/17,2017,242,0.40125,0.39926,0.00221,,0.38247,0.38401,0.00175,,NA,NA,NA,,0.40839,0.40076,0.00293
8/31/17,2017,243,0.39909,0.39891,0.00221,,0.38897,0.38313,0.00172,,NA,NA,NA,,0.40922,0.40067,0.00285
9/1/17,2017,244,0.39899,0.39865,0.00226,,0.38618,0.38219,0.00171,,NA,NA,NA,,0.39566,0.40085,0.00274
9/2/17,2017,245,0.39843,0.39845,0.00223,,0.36779,0.38154,0.00174,,NA,NA,NA,,0.39571,0.40114,0.00274
9/3/17,2017,246,0.39766,0.39823,0.00224,,0.3709,0.38128,0.00173,,NA,NA,NA,,0.40039,0.40137,0.00285
9/4/17,2017,247,0.39777,0.39808,0.00229,,0.38059,0.38123,0.00174,,NA,NA,NA,,0.39682,0.4014,0.00293
9/5/17,2017,248,0.39518,0.39803,0.00221,,0.3827,0.3813,0.00179,,NA,NA,NA,,0.3931,0.40118,0.00287
9/6/17,2017,249,0.39738,0.39805,0.00213,,0.38092,0.38141,0.00183,,NA,NA,NA,,0.40215,0.40086,0.00287
9/7/17,2017,250,0.39923,0.39809,0.00215,,0.38503,0.38192,0.00182,,NA,NA,NA,,0.4087,0.40058,0.00293
9/8/17,2017,251,0.39952,0.39815,0.00227,,0.38837,0.38281,0.00184,,NA,NA,NA,,0.40851,0.40022,0.00287
9/9/17,2017,252,0.39682,0.39818,0.00236,,0.38494,0.38351,0.00188,,NA,NA,NA,,0.40793,0.39978,0.00287
9/10/17,2017,253,0.40129,0.39826,0.00236,,NA,0.38407,0.00185,,NA,NA,NA,,0.39841,0.39956,0.00293
9/11/17,2017,254,0.39647,0.3984,0.00242,,0.38648,0.38487,0.00179,,NA,NA,NA,,0.39388,0.39957,0.00285
9/12/17,2017,255,0.39945,0.39849,0.0025,,NA,0.38581,0.00175,,NA,NA,NA,,0.39391,0.39959,0.00274
9/13/17,2017,256,NA,0.39847,0.00245,,0.38684,0.38674,0.00177,,NA,NA,NA,,0.39572,0.39966,0.00274
9/14/17,2017,257,0.39833,0.39839,0.00246,,0.38739,0.38754,0.00183,,NA,NA,NA,,0.39938,0.39978,0.00285
9/15/17,2017,258,NA,0.39836,0.00253,,0.38636,0.38809,0.00185,,NA,NA,NA,,0.39499,0.39997,0.00293
9/16/17,2017,259,0.39741,0.39838,0.00245,,0.39075,0.38838,0.00181,,NA,NA,NA,,0.39775,0.40048,0.00285
9/17/17,2017,260,0.40019,0.39841,0.00231,,0.38793,0.38854,0.00176,,NA,NA,NA,,0.40468,0.40136,0.00274
9/18/17,2017,261,0.39668,0.39845,0.00225,,0.38869,0.38865,0.00175,,NA,NA,NA,,0.40458,0.40233,0.00274
9/19/17,2017,262,0.39755,0.39848,0.00229,,0.38622,0.38877,0.00176,,NA,NA,NA,,0.40554,0.4031,0.00285
9/20/17,2017,263,0.3984,0.39852,0.00231,,0.38771,0.38891,0.00172,,NA,NA,NA,,0.40875,0.40341,0.00293
9/21/17,2017,264,0.39807,0.39862,0.00223,,0.38821,0.38902,0.00171,,NA,NA,NA,,0.40766,0.40317,0.00285
9/22/17,2017,265,0.39985,0.39876,0.00222,,0.39141,0.38909,0.00174,,NA,NA,NA,,0.40702,0.40257,0.00274
9/23/17,2017,266,0.40155,0.39885,0.00228,,0.39268,0.3891,0.00171,,NA,NA,NA,,0.40048,0.40178,0.00274
9/24/17,2017,267,0.39933,0.39886,0.00224,,0.38877,0.38906,0.00169,,NA,NA,NA,,0.39134,0.40094,0.00285
9/25/17,2017,268,0.39523,0.39885,0.00223,,0.38904,0.38898,0.00172,,NA,NA,NA,,0.40791,0.40021,0.00293
9/26/17,2017,269,0.39972,0.39882,0.00228,,0.38784,0.3889,0.00175,,NA,NA,NA,,0.39057,0.39927,0.00287
9/27/17,2017,270,0.39861,0.39876,0.00222,,0.38768,0.38878,0.00172,,NA,NA,NA,,0.39066,0.39805,0.00287
9/28/17,2017,271,0.39854,0.39865,0.00213,,0.38754,0.38861,0.00172,,NA,NA,NA,,0.3908,0.39711,0.00293
9/29/17,2017,272,0.39963,0.39853,0.00212,,0.38929,0.38843,0.00173,,NA,NA,NA,,0.40847,0.39659,0.00287
9/30/17,2017,273,0.39953,0.39841,0.0022,,0.38984,0.38827,0.00171,,NA,NA,NA,,0.40404,0.39622,0.00287
10/1/17,2017,274,0.39754,0.39833,0.00226,,0.38799,0.3881,0.00168,,NA,NA,NA,,0.39566,0.39588,0.00293
10/2/17,2017,275,0.39761,0.39829,0.0022,,0.38846,0.38789,0.00171,,NA,NA,NA,,0.40045,0.39566,0.00285
10/3/17,2017,276,0.39723,0.39827,0.00211,,0.38579,0.38764,0.00173,,NA,NA,NA,,0.38769,0.39563,0.00274
10/4/17,2017,277,0.3966,0.39824,0.00211,,0.38494,0.38724,0.00171,,NA,NA,NA,,0.39507,0.39564,0.00274
10/5/17,2017,278,0.39598,0.3982,0.0022,,0.38393,0.38673,0.00171,,NA,NA,NA,,0.38583,0.39555,0.00285
10/6/17,2017,279,0.4038,0.39811,0.00226,,0.39036,0.38632,0.00173,,NA,NA,NA,,0.39702,0.39522,0.00293
10/7/17,2017,280,0.40046,0.39796,0.0022,,0.38957,0.38599,0.00171,,NA,NA,NA,,0.40068,0.39454,0.00285
10/8/17,2017,281,0.39533,0.39777,0.00211,,0.38579,0.38561,0.00166,,NA,NA,NA,,0.39793,0.39364,0.00274
10/9/17,2017,282,0.39711,0.39757,0.00211,,0.38467,0.38523,0.00164,,NA,NA,NA,,0.38844,0.39271,0.00274
10/10/17,2017,283,0.3994,0.3974,0.0022,,0.38372,0.38487,0.00166,,NA,NA,NA,,0.39587,0.39191,0.00285
10/11/17,2017,284,0.39617,0.39731,0.00226,,0.38984,0.38459,0.00171,,NA,NA,NA,,0.39472,0.39144,0.00293
10/12/17,2017,285,0.39677,0.39726,0.0022,,0.38429,0.38442,0.00174,,NA,NA,NA,,0.39261,0.39132,0.00285
10/13/17,2017,286,0.3948,0.39721,0.0022,,0.38195,0.38442,0.00171,,NA,NA,NA,,0.39219,0.39136,0.00274
10/14/17,2017,287,0.39665,0.3972,0.00226,,0.37947,0.38456,0.00168,,NA,NA,NA,,0.38104,0.39147,0.00274
10/15/17,2017,288,0.39889,0.39739,0.0022,,0.38014,0.3847,0.00171,,NA,NA,NA,,0.38702,0.39152,0.00285
10/16/17,2017,289,0.39545,0.39771,0.0022,,0.37944,0.38473,0.00175,,NA,NA,NA,,0.37998,0.39141,0.00293
10/17/17,2017,290,0.39692,0.39789,0.00226,,0.38163,0.38478,0.00173,,NA,NA,NA,,0.39621,0.3913,0.00285
10/18/17,2017,291,0.40433,0.39796,0.0022,,0.39235,0.38494,0.00175,,NA,NA,NA,,0.39829,0.39132,0.00274
10/19/17,2017,292,0.39449,0.39809,0.00212,,0.39092,0.38496,0.00178,,NA,NA,NA,,0.40079,0.39134,0.00274
10/20/17,2017,293,0.39675,0.39818,0.00213,,0.38659,0.38491,0.00176,,NA,NA,NA,,0.39494,0.39123,0.00285
10/21/17,2017,294,0.40266,0.39819,0.00223,,0.38485,0.38494,0.00174,,NA,NA,NA,,0.39094,0.39086,0.00293
10/22/17,2017,295,0.3977,0.39804,0.00228,,0.38992,0.38495,0.00178,,NA,NA,NA,,0.3952,0.38989,0.00285
10/23/17,2017,296,0.39856,0.39771,0.00226,,0.38195,0.38483,0.00181,,NA,NA,NA,,0.38001,0.38835,0.00274
10/24/17,2017,297,0.39618,0.39726,0.00226,,NA,0.38455,0.00178,,NA,NA,NA,,0.38176,0.38664,0.00274
10/25/17,2017,298,0.3953,0.39672,0.00234,,0.38418,0.38419,0.00178,,NA,NA,NA,,0.39664,0.38518,0.00285
10/26/17,2017,299,0.39591,0.3961,0.00242,,0.38435,0.38382,0.0018,,NA,NA,NA,,0.37928,0.38438,0.00293
10/27/17,2017,300,0.39516,0.39545,0.00239,,0.3826,0.38328,0.00177,,NA,NA,NA,,0.3786,0.38431,0.00285
10/28/17,2017,301,0.39429,0.39476,0.00231,,0.38052,0.38253,0.00173,,NA,NA,NA,,0.37851,0.38465,0.00274
10/29/17,2017,302,0.39498,0.39401,0.00239,,0.38205,0.38174,0.00175,,NA,NA,NA,,0.39145,0.38526,0.00274
10/30/17,2017,303,0.39297,0.3932,0.00276,,0.37921,0.3811,0.00177,,NA,NA,NA,,0.37876,0.386,0.00285
10/31/17,2017,304,0.39466,0.39233,0.00355,,0.3777,0.38056,0.00174,,NA,NA,NA,,0.37941,0.38672,0.00293
11/1/17,2017,305,0.38948,0.39139,0.00496,,0.38018,0.37998,0.00172,,NA,NA,NA,,0.39627,0.38765,0.00285
11/2/17,2017,306,NA,0.39012,0.02,,0.38174,0.37947,0.00174,,NA,NA,NA,,0.39542,0.38896,0.00274
11/3/17,2017,307,NA,0.38846,0.02,,0.37937,0.37904,0.0017,,NA,0.36369,0.02,,0.39203,0.3904,0.00274
11/4/17,2017,308,NA,0.38667,0.02,,0.38379,0.37864,0.00165,,NA,0.36355,0.02,,0.39357,0.3917,0.00285
11/5/17,2017,309,NA,0.38555,0.02,,0.37845,0.37827,0.00163,,NA,0.36348,0.02,,0.3923,0.39263,0.00293
11/6/17,2017,310,NA,0.38512,0.02,,0.37552,0.37792,0.00165,,NA,0.36346,0.02,,0.38954,0.3932,0.00287
11/7/17,2017,311,NA,0.38446,0.02,,0.37665,0.37757,0.00171,,NA,0.36347,0.02,,0.39141,0.39363,0.00287
11/8/17,2017,312,NA,0.38351,0.02,,0.37539,0.37721,0.00174,,NA,0.36351,0.02,,0.39502,0.39391,0.00293
11/9/17,2017,313,NA,0.38283,0.02,,0.37569,0.37676,0.00171,,NA,0.36358,0.02,,0.39816,0.39385,0.00287
11/10/17,2017,314,NA,0.38235,0.02,,0.37669,0.37622,0.00169,,NA,0.36365,0.02,,0.38793,0.39348,0.00287
11/11/17,2017,315,NA,0.382,0.02,,0.375,0.37572,0.00171,,NA,0.36377,0.02,,0.39453,0.39324,0.00293
11/12/17,2017,316,NA,0.38172,0.02,,0.38088,0.37538,0.00173,,NA,0.3639,0.02,,0.3941,0.3931,0.00285
11/13/17,2017,317,NA,0.38158,0.02,,0.37775,0.3752,0.00171,,NA,0.36407,0.02,,0.39504,0.39285,0.00274
11/14/17,2017,318,NA,0.38161,0.02,,0.37134,0.37508,0.00171,,NA,0.36433,0.02,,0.39462,0.39259,0.00274
11/15/17,2017,319,NA,0.38171,0.02,,0.37834,0.37498,0.00173,,NA,0.36445,0.02,,0.39151,0.39238,0.00285
11/16/17,2017,320,NA,0.38178,0.02,,0.37174,0.37499,0.00171,,NA,0.36432,0.02,,0.39265,0.39233,0.00293
11/17/17,2017,321,NA,0.38173,0.02,,0.37149,0.37516,0.00168,,NA,0.36414,0.02,,0.38878,0.39247,0.00287
11/18/17,2017,322,NA,0.38166,0.02,,0.37394,0.37534,0.00171,,NA,0.36397,0.02,,0.38753,0.39273,0.00281
11/19/17,2017,323,NA,0.38172,0.02,,0.3703,0.37539,0.00173,,NA,0.36374,0.02,,0.39308,0.39303,0.00287
11/20/17,2017,324,NA,0.3818,0.02,,0.37571,0.37542,0.00171,,NA,0.36345,0.02,,0.39161,0.3933,0.00301
11/21/17,2017,325,NA,0.38184,0.02,,0.37532,0.37554,0.00171,,NA,0.36312,0.02,,0.39785,0.39347,0.00305
11/22/17,2017,326,NA,0.38175,0.02,,0.38265,0.37553,0.00173,,NA,0.36272,0.02,,0.39458,0.3937,0.00292
11/23/17,2017,327,NA,0.38157,0.02,,0.37974,0.37552,0.00171,,NA,0.36224,0.02,,0.39708,0.39408,0.00278
11/24/17,2017,328,NA,0.38138,0.02,,0.37215,0.37563,0.00168,,NA,0.36174,0.02,,0.39349,0.3944,0.00283
11/25/17,2017,329,NA,0.38114,0.02,,0.37681,0.37568,0.00171,,NA,0.36117,0.02,,0.39548,0.39445,0.00303
11/26/17,2017,330,NA,0.38061,0.02,,0.38168,0.3755,0.00173,,NA,0.36057,0.02,,0.39433,0.39402,0.00322
11/27/17,2017,331,NA,0.37987,0.02,,0.37347,0.37506,0.00171,,NA,0.35997,0.02,,0.39205,0.393,0.00335
11/28/17,2017,332,NA,0.37934,0.02,,0.37085,0.37449,0.00171,,NA,0.35931,0.02,,0.39394,0.39164,0.00361
11/29/17,2017,333,NA,0.37901,0.02,,0.36913,0.3739,0.00173,,NA,0.35872,0.02,,0.38837,0.39024,0.00382
11/30/17,2017,334,NA,0.37865,0.02,,0.37017,0.37312,0.0017,,NA,0.35807,0.02,,NA,0.38805,0.00381
12/1/17,2017,335,NA,0.37832,0.02,,0.3753,0.37205,0.00165,,NA,0.35745,0.02,,NA,0.38508,0.00396
12/2/17,2017,336,NA,0.37809,0.02,,0.37556,0.37083,0.00163,,NA,0.357,0.02,,NA,0.38276,0.00415
12/3/17,2017,337,NA,0.37801,0.02,,0.37805,0.36961,0.00165,,NA,0.3566,0.02,,NA,0.38094,0.00399
12/4/17,2017,338,NA,0.37826,0.02,,0.36658,0.36854,0.0017,,NA,0.35627,0.02,,NA,0.37878,0.00369
12/5/17,2017,339,NA,0.37873,0.02,,0.36589,0.36776,0.00173,,NA,0.35611,0.02,,0.37581,0.37665,0.00348
12/6/17,2017,340,NA,0.37909,0.02,,0.36485,0.36715,0.00171,,NA,0.356,0.02,,0.37523,0.37495,0.00344
12/7/17,2017,341,NA,0.37958,0.02,,0.36424,0.36652,0.0017,,NA,0.35586,0.02,,0.37389,0.37406,0.00341
12/8/17,2017,342,NA,0.38029,0.02,,0.36428,0.36597,0.00173,,NA,0.35577,0.02,,0.37531,0.37418,0.00321
12/9/17,2017,343,NA,0.3807,0.02,,0.36386,0.36558,0.00176,,NA,0.35574,0.02,,0.37312,0.37504,0.00294
12/10/17,2017,344,NA,0.38066,0.02,,0.36364,0.3654,0.00173,,NA,0.35578,0.02,,0.37233,0.37632,0.00283
12/11/17,2017,345,NA,0.38044,0.02,,0.36128,0.36534,0.00173,,NA,0.35595,0.02,,0.37106,0.3777,0.00293
12/12/17,2017,346,NA,0.3801,0.02,,0.36747,0.3653,0.00174,,NA,0.35622,0.02,,0.38426,0.37885,0.00309
12/13/17,2017,347,NA,0.37969,0.02,,0.37018,0.36544,0.00171,,NA,0.35643,0.02,,0.37272,0.37998,0.00309
12/14/17,2017,348,NA,0.37926,0.02,,0.36136,0.36585,0.0017,,NA,0.35672,0.02,,0.38253,0.38132,0.00301
12/15/17,2017,349,NA,0.37862,0.02,,0.36527,0.36629,0.00173,,NA,0.35699,0.02,,0.38457,0.38259,0.00296
12/16/17,2017,350,NA,0.37778,0.02,,0.36904,0.36652,0.00177,,NA,0.3573,0.02,,0.38956,0.38352,0.00299
12/17/17,2017,351,NA,0.37712,0.02,,0.37146,0.36677,0.00178,,NA,0.35772,0.02,,0.38136,0.38381,0.00299
12/18/17,2017,352,NA,0.37651,0.02,,0.36675,0.36719,0.00182,,NA,0.3579,0.02,,0.38523,0.3831,0.00289
12/19/17,2017,353,NA,0.37578,0.02,,0.36933,0.3674,0.00187,,NA,0.35771,0.02,,0.39177,0.3819,0.00292
12/20/17,2017,354,NA,0.37525,0.02,,0.36637,0.36733,0.00186,,NA,0.35744,0.02,,0.38587,0.38122,0.00306
12/21/17,2017,355,NA,0.37502,0.02,,0.3649,0.36719,0.00187,,NA,0.35696,0.02,,0.37112,0.38078,0.0031
12/22/17,2017,356,NA,0.37498,0.02,,0.36995,0.367,0.00193,,NA,0.35622,0.02,,0.38306,0.38005,0.00324
12/23/17,2017,357,NA,0.37504,0.02,,NA,0.36677,0.00197,,NA,0.35568,0.02,,0.36699,0.37957,0.00338
12/24/17,2017,358,NA,0.37514,0.02,,NA,0.36632,0.00195,,NA,0.35525,0.02,,0.37171,0.37945,0.00331
12/25/17,2017,359,NA,0.37522,0.02,,0.36484,0.36566,0.00197,,NA,0.35483,0.02,,0.35484,0.37944,0.00319
12/26/17,2017,360,NA,0.37531,0.02,,0.36371,0.36518,0.00202,,NA,0.3546,0.02,,0.3616,0.37953,0.00321
12/27/17,2017,361,NA,0.37545,0.02,,0.36564,0.36486,0.00201,,NA,0.35441,0.02,,0.35931,0.37973,0.00338
12/28/17,2017,362,NA,0.37561,0.02,,NA,0.36444,0.00197,,NA,0.35426,0.02,,0.38687,0.38003,0.00347
12/29/17,2017,363,NA,0.37576,0.02,,0.36549,0.36399,0.00196,,NA,0.35413,0.02,,0.39472,0.38055,0.00334
12/30/17,2017,364,NA,0.37586,0.02,,0.3629,0.36358,0.002,,NA,0.35407,0.02,,0.38655,0.3813,0.00312
12/31/17,2017,365,NA,0.37593,0.02,,0.36214,0.36327,0.00206,,NA,0.35409,0.02,,0.37307,0.38213,0.00298
1/1/18,2018,1,NA,0.376,0.02,,0.36243,0.36313,0.00209,,NA,0.35415,0.02,,0.36976,0.38288,0.00296
1/2/18,2018,2,NA,0.37608,0.02,,NA,0.36314,0.00203,,NA,0.35434,0.02,,0.38274,0.3834,0.00297
1/3/18,2018,3,NA,0.37617,0.02,,NA,0.36324,0.00196,,NA,0.35454,0.02,,0.3864,0.38371,0.00287
1/4/18,2018,4,NA,0.37629,0.02,,0.36293,0.3634,0.00198,,NA,0.35459,0.02,,0.38742,0.38392,0.00275
1/5/18,2018,5,NA,0.37641,0.02,,NA,0.36356,0.00201,,NA,0.35462,0.02,,0.383,0.38409,0.00275
1/6/18,2018,6,NA,0.37654,0.02,,0.36241,0.36388,0.00197,,NA,0.35462,0.02,,0.385,0.38423,0.00288
1/7/18,2018,7,NA,0.37669,0.02,,0.36371,0.36435,0.00193,,NA,0.3547,0.02,,0.38729,0.38438,0.00297
1/8/18,2018,8,NA,0.37688,0.02,,0.36385,0.36474,0.00193,,NA,0.35476,0.02,,0.38424,0.38446,0.00289
1/9/18,2018,9,NA,0.37711,0.02,,0.36587,0.3651,0.00189,,NA,0.35467,0.02,,0.3842,0.38443,0.00277
1/10/18,2018,10,NA,0.37732,0.02,,0.36598,0.36559,0.00184,,NA,0.35456,0.02,,0.38454,0.38436,0.00276
1/11/18,2018,11,NA,0.37755,0.02,,0.3659,0.36609,0.00183,,NA,0.35443,0.02,,0.39139,0.38435,0.00286
1/12/18,2018,12,NA,0.37781,0.02,,0.37278,0.36646,0.00183,,NA,0.35406,0.02,,0.38553,0.38446,0.00293
1/13/18,2018,13,NA,0.37807,0.02,,0.36254,0.36679,0.0018,,NA,0.35368,0.02,,0.37732,0.38474,0.00285
1/14/18,2018,14,NA,0.3783,0.02,,0.36483,0.36715,0.0018,,NA,0.35344,0.02,,0.37476,0.38513,0.00274
1/15/18,2018,15,NA,0.37847,0.02,,NA,0.36743,0.00183,,NA,0.35313,0.02,,0.38604,0.38559,0.00274
1/16/18,2018,16,NA,0.37858,0.02,,0.36806,0.36753,0.00181,,NA,0.35288,0.02,,0.38795,0.38604,0.00285
1/17/18,2018,17,NA,0.37865,0.02,,0.37034,0.36749,0.00177,,NA,0.35285,0.02,,0.39245,0.38645,0.00293
1/18/18,2018,18,NA,0.37871,0.02,,0.36899,0.36742,0.00178,,NA,0.35318,0.02,,0.38794,0.38686,0.00285
1/19/18,2018,19,NA,0.37871,0.02,,0.36975,0.36744,0.0018,,NA,0.35371,0.02,,0.38822,0.38733,0.00274
1/20/18,2018,20,NA,0.37866,0.02,,0.36653,0.36735,0.00177,,NA,0.35417,0.02,,0.38844,0.38783,0.00274
1/21/18,2018,21,NA,0.37866,0.02,,0.3657,0.36709,0.00175,,NA,0.35472,0.02,,0.38691,0.38831,0.00285
1/22/18,2018,22,NA,0.37868,0.02,,0.36718,0.36704,0.00176,,NA,0.35553,0.02,,0.38913,0.38875,0.00293
1/23/18,2018,23,NA,0.37868,0.02,,0.3624,0.36721,0.00172,,NA,0.35724,0.02,,0.39254,0.38908,0.00285
1/24/18,2018,24,NA,0.37867,0.02,,0.37198,0.3674,0.00166,,NA,0.35978,0.02,,0.38864,0.38933,0.00274
1/25/18,2018,25,NA,0.37868,0.02,,0.36813,0.36763,0.00163,,NA,0.36175,0.02,,0.38353,0.38955,0.00274
1/26/18,2018,26,NA,0.37875,0.02,,0.36598,0.3679,0.00165,,NA,0.36265,0.02,,0.38859,0.38979,0.00285
1/27/18,2018,27,NA,0.37891,0.02,,0.36807,0.36825,0.00171,,NA,0.36352,0.02,,0.38793,0.39011,0.00293
1/28/18,2018,28,NA,0.37915,0.02,,0.36599,0.36868,0.00175,,NA,0.36441,0.02,,0.39243,0.3907,0.00287
1/29/18,2018,29,NA,0.37934,0.02,,0.36496,0.36942,0.00172,,NA,0.3651,0.02,,0.39518,0.39144,0.00287
1/30/18,2018,30,NA,0.37963,0.02,,0.37063,0.37048,0.00169,,NA,0.36611,0.02,,0.38836,0.39199,0.00293
1/31/18,2018,31,NA,0.38003,0.02,,0.36974,0.37153,0.00171,,NA,0.36723,0.02,,0.39307,0.39261,0.00287
2/1/18,2018,32,NA,0.38028,0.02,,0.3704,0.37228,0.00173,,0.36978,0.36823,0.00548,,0.39576,0.39341,0.00287
2/2/18,2018,33,NA,0.38033,0.02,,0.37545,0.37297,0.00171,,0.36586,0.36913,0.00383,,0.39474,0.39381,0.00293
2/3/18,2018,34,NA,0.38032,0.02,,0.37678,0.37381,0.00171,,0.37137,0.36972,0.00297,,0.39463,0.39371,0.00285
2/4/18,2018,35,NA,0.38023,0.02,,0.37699,0.3744,0.00173,,0.37034,0.37001,0.00265,,0.38973,0.39339,0.00274
2/5/18,2018,36,NA,0.38007,0.02,,0.37433,0.37479,0.00171,,0.37102,0.37005,0.00267,,0.39326,0.39286,0.00274
2/6/18,2018,37,NA,0.37981,0.02,,0.37813,0.37522,0.00168,,0.37093,0.36965,0.00267,,0.39587,0.39214,0.00285
2/7/18,2018,38,NA,0.37937,0.02,,0.37303,0.37555,0.00171,,0.36528,0.36889,0.00261,,0.38561,0.39121,0.00293
2/8/18,2018,39,NA,0.37873,0.02,,0.3791,0.37564,0.00173,,0.37367,0.36817,0.00264,,0.39732,0.39028,0.00285
2/9/18,2018,40,NA,0.37803,0.02,,0.38046,0.37543,0.00171,,0.36832,0.36804,0.00258,,0.39343,0.38936,0.00274
2/10/18,2018,41,NA,0.37742,0.02,,0.37328,0.37501,0.00171,,0.36266,0.3677,0.00256,,0.38284,0.3882,0.00274
2/11/18,2018,42,NA,0.37703,0.02,,0.37505,0.37455,0.00173,,0.36935,0.36676,0.00249,,0.39009,0.38656,0.00285
2/12/18,2018,43,NA,0.37687,0.02,,0.36754,0.37379,0.00171,,0.35905,0.36568,0.00247,,0.37457,0.38417,0.00293
2/13/18,2018,44,NA,0.37681,0.02,,0.36734,0.37264,0.00168,,0.35902,0.36413,0.00253,,0.37442,0.38037,0.00285
2/14/18,2018,45,NA,0.37682,0.02,,0.37215,0.37142,0.00171,,0.3651,0.36133,0.00249,,0.37583,0.37526,0.00274
2/15/18,2018,46,NA,0.37684,0.02,,0.37055,0.37048,0.00173,,0.36655,0.3584,0.00253,,0.38501,0.36974,0.00274
2/16/18,2018,47,NA,0.37683,0.02,,0.37692,0.36951,0.00171,,0.36729,0.35518,0.00246,,0.384,0.36473,0.00285
2/17/18,2018,48,NA,0.37699,0.02,,0.37534,0.36832,0.00171,,0.36463,0.35118,0.00246,,0.39111,0.36115,0.00293
2/18/18,2018,49,NA,0.3773,0.02,,0.36648,0.36741,0.00173,,0.33815,0.34845,0.00253,,0.33106,0.35812,0.00287
2/19/18,2018,50,NA,0.37746,0.02,,0.36443,0.36679,0.0017,,0.33556,0.34638,0.00249,,0.33963,0.35498,0.00287
2/20/18,2018,51,NA,0.37736,0.02,,0.36804,0.36617,0.00165,,0.33902,0.34478,0.00253,,0.33068,0.35296,0.00293
2/21/18,2018,52,NA,0.37722,0.02,,0.35866,0.3656,0.00163,,0.33886,0.34489,0.00245,,0.3452,0.35229,0.00287
2/22/18,2018,53,NA,0.37708,0.02,,0.35727,0.36509,0.00165,,0.33865,0.34589,0.00239,,0.35079,0.35227,0.00287
2/23/18,2018,54,NA,0.37684,0.02,,0.36456,0.3647,0.0017,,0.33951,0.34739,0.00246,,0.35205,0.35279,0.00294
